id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,listing_id_x,avg_price,price_std,availability_rate,listing_id_y,review_count,avg_sentiment,room_type_encoded,neighbourhood_group_encoded
448,Listing 448,5079,Host 448,Gràcia,Barri Gòtic,41.3854996305832,2.2043848677253206,Entire home/apt,366,9,109,2025-06-20,2.9241931584444103,7,238,448,364.3143835616438,44.650218481009986,0.7095890410958904,448.0,6.0,0.0,0,2
449,Listing 449,2571,Host 449,Sants-Montjuïc,El Raval,41.35694238427461,2.218989202565738,Entire home/apt,261,13,191,2000-01-01,1.6876623294190949,1,57,449,262.05706849315067,30.247432938179937,0.6684931506849315,449.0,3.0,0.6666666666666666,0,4
450,Listing 450,6073,Host 450,Eixample,La Barceloneta,41.40190597909083,2.147514251560129,Entire home/apt,52,5,135,2025-11-08,4.01425604497773,5,197,450,52.18328767123288,6.094778357533394,0.7150684931506849,450.0,3.0,1.0,0,1
451,Listing 451,6104,Host 451,Eixample,El Raval,41.35676125635922,2.2285768885498127,Entire home/apt,433,7,92,2026-04-09,1.232599528189915,9,210,451,436.35339726027394,49.83065167814559,0.726027397260274,451.0,5.0,1.0,0,1
452,Listing 452,3143,Host 452,Sants-Montjuïc,Barri Gòtic,41.43003565078224,2.235921488214865,Entire home/apt,228,13,93,2000-01-01,4.880163493001019,7,44,452,227.6135890410959,27.10583954350282,0.6520547945205479,452.0,1.0,-1.0,0,4
453,Listing 453,7806,Host 453,Gràcia,Barri Gòtic,41.373371208191045,2.1415356731066715,Private room,391,4,55,2025-07-02,1.7240880387308488,7,96,453,391.44463013698635,44.602888614233315,0.6904109589041096,453.0,3.0,0.3333333333333333,1,2
454,Listing 454,8357,Host 454,Eixample,Sants,41.40400119146045,2.247528220907283,Entire home/apt,352,7,59,2026-04-12,1.686554770756138,2,278,454,353.31531506849313,37.576014506303515,0.6657534246575343,454.0,2.0,1.0,0,1
455,Listing 455,4440,Host 455,Horta-Guinardó,Sant Pere,41.43800790875615,2.121106729207314,Private room,381,13,137,2025-05-13,1.559559527683526,8,22,455,383.12068493150684,42.25250483922726,0.7123287671232876,455.0,4.0,1.0,1,3
456,Listing 456,4766,Host 456,Eixample,Sant Pere,41.41508773690472,2.130302350260373,Entire home/apt,87,1,38,2025-07-01,0.6105575796214396,3,334,456,87.24621917808219,10.336129738630747,0.7068493150684931,456.0,1.0,2.0,0,1
457,Listing 457,6644,Host 457,Ciutat Vella,El Raval,41.403295778655135,2.127633725885704,Entire home/apt,469,7,27,2000-01-01,0.555685736660062,8,43,457,462.7734520547945,52.85059978270102,0.6767123287671233,457.0,3.0,1.0,0,0
458,Listing 458,3914,Host 458,Ciutat Vella,La Barceloneta,41.38243337531154,2.2340984565011808,Private room,288,8,48,2025-08-25,3.240525172670617,3,26,458,289.78312328767123,33.40275945366449,0.6876712328767123,458.0,5.0,0.6,1,0
459,Listing 459,5968,Host 459,Gràcia,Poble Sec,41.38330019130582,2.1981438828487443,Entire home/apt,218,5,163,2025-09-08,4.375590222790235,7,281,459,219.2193424657534,25.521197515856972,0.7232876712328767,459.0,4.0,0.5,0,2
460,Listing 460,6917,Host 460,Sants-Montjuïc,Sant Pere,41.41694869551982,2.122815642483341,Entire home/apt,446,2,124,2026-01-20,3.952602551358368,2,96,460,442.1253972602739,53.050955565841555,0.726027397260274,460.0,4.0,0.0,0,4
461,Listing 461,9787,Host 461,Gràcia,Sants,41.44941393612212,2.1660485127552525,Entire home/apt,392,5,12,2025-09-11,0.7055379701067555,4,35,461,388.56531506849313,43.89889456694678,0.6794520547945205,461.0,8.0,0.5,0,2
462,Listing 462,1728,Host 462,Gràcia,El Raval,41.41618391898494,2.1922947037604703,Entire home/apt,363,6,35,2025-08-14,2.7279106089603324,6,108,462,361.4104383561644,40.91677844172332,0.6575342465753424,462.0,4.0,1.25,0,2
463,Listing 463,2365,Host 463,Gràcia,El Raval,41.405778341737005,2.1125196127484074,Private room,355,12,100,2025-08-25,0.5279577298832,9,54,463,355.05219178082194,40.21658323578624,0.6904109589041096,463.0,4.0,0.5,1,2
464,Listing 464,5492,Host 464,Gràcia,Poble Sec,41.423065051023926,2.232362455261101,Entire home/apt,79,2,25,2025-11-03,0.2264732180653872,5,191,464,78.8637808219178,9.050611081072924,0.7068493150684931,464.0,6.0,0.3333333333333333,0,2
465,Listing 465,1698,Host 465,Horta-Guinardó,Sants,41.39652056122837,2.22054053031623,Private room,239,6,85,2026-02-28,3.281929296923836,9,218,465,236.47600000000003,27.710650071094268,0.6438356164383562,465.0,1.0,-1.0,1,3
466,Listing 466,8186,Host 466,Horta-Guinardó,La Barceloneta,41.35601423426008,2.175781016036496,Private room,406,6,3,2025-11-05,2.675761668401752,5,184,466,408.6083561643835,49.12312655638886,0.7178082191780822,466.0,4.0,0.25,1,3
467,Listing 467,1395,Host 467,Eixample,Sants,41.4062296815878,2.245068992288876,Entire home/apt,74,1,81,2025-08-12,0.4101184260573542,8,68,467,73.91805479452054,8.702028612628858,0.7041095890410959,467.0,2.0,1.0,0,1
468,Listing 468,8400,Host 468,Ciutat Vella,La Barceloneta,41.445762528450544,2.162664146891265,Shared room,161,1,191,2025-09-29,0.1746962320299422,1,316,468,160.70306849315068,19.046540048293025,0.7095890410958904,468.0,4.0,1.5,2,0
469,Listing 469,9082,Host 469,Gràcia,Sants,41.36753029423577,2.2476165478554746,Entire home/apt,460,11,165,2025-07-15,4.948782067046674,7,129,469,461.21394520547943,52.797628009254176,0.6904109589041096,469.0,5.0,-0.6,0,2
470,Listing 470,5171,Host 470,Eixample,Sants,41.41900048908207,2.200187999820544,Shared room,484,10,126,2000-01-01,0.1501066607453594,4,54,470,485.40846575342465,56.23542516282788,0.6986301369863014,470.0,2.0,1.0,2,1
471,Listing 471,5360,Host 471,Ciutat Vella,Barri Gòtic,41.37009336886591,2.1952006909880915,Entire home/apt,255,3,87,2000-01-01,2.222641265250798,5,96,471,255.88372602739724,29.924378413614825,0.6767123287671233,471.0,4.0,0.75,0,0
472,Listing 472,3502,Host 472,Sants-Montjuïc,El Raval,41.40358276844731,2.124893234294368,Private room,234,10,126,2026-02-22,2.5230951230384777,6,335,472,233.85249315068495,27.665827377496036,0.7287671232876712,472.0,4.0,-0.5,1,4
473,Listing 473,1717,Host 473,Horta-Guinardó,Sants,41.359667644964674,2.2322891637456967,Entire home/apt,431,10,119,2025-09-28,0.5864007390022252,5,86,473,433.07131506849316,49.13383876161782,0.7178082191780822,473.0,3.0,0.3333333333333333,0,3
474,Listing 474,3782,Host 474,Ciutat Vella,Poble Sec,41.395037093625824,2.1641234531880924,Entire home/apt,428,12,21,2026-04-22,0.8453088921985813,1,293,474,427.1610684931507,48.79999112443869,0.6986301369863014,474.0,6.0,0.6666666666666666,0,0
475,Listing 475,5946,Host 475,Sants-Montjuïc,Sants,41.425616332889525,2.124335010867372,Private room,96,3,129,2025-07-19,1.7590250320517624,9,118,475,95.68016438356165,11.414843116727328,0.6986301369863014,475.0,1.0,1.0,1,4
476,Listing 476,6486,Host 476,Ciutat Vella,Sant Pere,41.3847571524239,2.101891127996364,Private room,423,4,30,2026-03-26,3.808379381068313,2,207,476,423.7867671232877,48.74954814062794,0.684931506849315,476.0,3.0,1.6666666666666667,1,0
477,Listing 477,9335,Host 477,Horta-Guinardó,El Raval,41.41649117244872,2.1839633525457574,Entire home/apt,277,2,118,2000-01-01,2.5354121203013333,9,333,477,279.37783561643835,31.5970940289104,0.7123287671232876,477.0,3.0,0.3333333333333333,0,3
478,Listing 478,5980,Host 478,Horta-Guinardó,Sant Pere,41.429544996078974,2.1791099433184016,Entire home/apt,88,9,10,2025-08-10,3.189509372764808,2,153,478,88.68758904109589,10.031877772572571,0.6931506849315069,478.0,7.0,0.8571428571428571,0,3
479,Listing 479,8266,Host 479,Eixample,El Raval,41.44271778194795,2.207903043355374,Private room,65,10,45,2026-03-27,4.9258727754533735,9,34,479,65.59520547945205,7.310354448944368,0.736986301369863,479.0,7.0,0.7142857142857143,1,1
480,Listing 480,5491,Host 480,Gràcia,Sant Pere,41.373464208185545,2.2335387079526705,Private room,71,12,95,2025-07-15,3.840027176566048,6,78,480,70.94575342465754,8.208047096407023,0.7205479452054795,480.0,5.0,0.2,1,2
481,Listing 481,8192,Host 481,Ciutat Vella,Sants,41.38993159158093,2.1119109876964544,Shared room,262,11,189,2000-01-01,2.1718074907060885,9,66,481,261.74808219178084,29.953263799559018,0.7095890410958904,481.0,3.0,0.0,2,0
482,Listing 482,6588,Host 482,Ciutat Vella,Sants,41.36524160133305,2.2097244735510544,Private room,359,7,196,2025-04-30,2.2322096089827435,6,342,482,356.8492876712329,42.69580024817257,0.6712328767123288,482.0,3.0,-0.3333333333333333,1,0
483,Listing 483,8651,Host 483,Sants-Montjuïc,Barri Gòtic,41.44924835021584,2.128111791614637,Shared room,198,7,191,2026-04-08,3.093860385205025,6,33,483,197.96501369863012,22.338597229177,0.7205479452054795,483.0,2.0,-1.0,2,4
484,Listing 484,4636,Host 484,Horta-Guinardó,Poble Sec,41.44270009679244,2.2287265579735744,Private room,290,6,9,2025-06-15,3.3268260420945217,2,96,484,291.5451780821918,32.69654706344456,0.6904109589041096,484.0,5.0,0.6,1,3
485,Listing 485,2167,Host 485,Ciutat Vella,Sant Pere,41.40399571302806,2.2228595270792484,Entire home/apt,321,3,167,2025-04-24,2.5035546291833564,8,168,485,322.86586301369863,37.477389881684935,0.6520547945205479,485.0,5.0,0.6,0,0
486,Listing 486,2062,Host 486,Horta-Guinardó,La Barceloneta,41.43420332943764,2.181119063247832,Entire home/apt,108,6,127,2000-01-01,3.2243061140749,3,168,486,107.78517808219178,12.753349195259322,0.7150684931506849,486.0,8.0,0.75,0,3
487,Listing 487,3156,Host 487,Ciutat Vella,Barri Gòtic,41.402095797727206,2.2065364197934967,Private room,336,12,151,2025-07-14,0.1176624720704938,7,150,487,334.3299452054795,39.59666978722766,0.673972602739726,487.0,4.0,0.5,1,0
488,Listing 488,8860,Host 488,Eixample,Sant Pere,41.41235856880028,2.1471525169775623,Private room,475,8,98,2025-12-28,2.1481143194842205,5,70,488,476.20616438356166,55.64710805825966,0.6657534246575343,488.0,4.0,0.75,1,1
489,Listing 489,6161,Host 489,Gràcia,Sant Pere,41.3589124432116,2.170675184839922,Entire home/apt,251,8,171,2026-02-23,1.3946903803673838,3,2,489,252.04005479452053,28.762739069640034,0.684931506849315,489.0,2.0,1.0,0,2
490,Listing 490,6305,Host 490,Ciutat Vella,Barri Gòtic,41.42552704204968,2.223245534656571,Entire home/apt,81,11,111,2026-02-21,0.645872226215552,1,313,490,81.8552602739726,9.404150022097445,0.7041095890410959,490.0,1.0,1.0,0,0
491,Listing 491,7541,Host 491,Horta-Guinardó,Sants,41.36277134836352,2.168889779575982,Shared room,492,13,59,2026-02-03,0.4977325640438756,8,31,491,498.3084109589041,55.43657186564898,0.6794520547945205,491.0,1.0,1.0,2,3
492,Listing 492,5729,Host 492,Eixample,Sant Pere,41.432606763025255,2.1536697397988163,Entire home/apt,211,9,189,2025-11-24,3.0159608280733377,3,286,492,212.6435068493151,24.63019123120656,0.6465753424657534,492.0,5.0,0.6,0,1
493,Listing 493,8330,Host 493,Ciutat Vella,Sants,41.42820280876704,2.174131867087545,Entire home/apt,304,1,86,2025-12-04,2.618002735763058,2,81,493,305.10687671232876,34.991427727289135,0.6958904109589041,493.0,5.0,0.2,0,0
494,Listing 494,6334,Host 494,Sants-Montjuïc,Barri Gòtic,41.4208744697743,2.224237387865583,Entire home/apt,303,1,144,2025-08-18,1.2679205849818458,1,42,494,300.72079452054794,35.87071681631764,0.7095890410958904,494.0,3.0,0.3333333333333333,0,4
495,Listing 495,9924,Host 495,Gràcia,Sants,41.35361603805248,2.150281207105631,Entire home/apt,58,3,64,2025-12-19,2.3547502938625726,4,104,495,58.02369863013699,6.711075049164636,0.6821917808219178,495.0,4.0,0.0,0,2
496,Listing 496,5330,Host 496,Ciutat Vella,El Raval,41.38031283559454,2.1260642389703617,Entire home/apt,188,3,56,2026-02-07,2.4611615759120413,8,0,496,187.6672602739726,22.398116290268714,0.6575342465753424,496.0,5.0,0.2,0,0
497,Listing 497,9010,Host 497,Eixample,La Barceloneta,41.37631125699109,2.206802103049617,Entire home/apt,59,10,182,2025-06-20,0.975044902193079,3,60,497,59.24016438356164,6.8947559683438895,0.6986301369863014,497.0,3.0,1.3333333333333333,0,1
498,Listing 498,7801,Host 498,Sants-Montjuïc,Sant Pere,41.38601364074715,2.2238967319062124,Entire home/apt,263,8,105,2026-02-12,3.260465309408253,1,269,498,264.4410684931507,31.490411321128644,0.7095890410958904,498.0,6.0,0.6666666666666666,0,4
499,Listing 499,5846,Host 499,Eixample,Poble Sec,41.35876427467638,2.11509562177853,Private room,322,10,180,2025-12-02,3.904596781930452,4,179,499,319.89591780821917,35.394092968758756,0.7424657534246575,499.0,2.0,0.5,1,1
500,Listing 500,7731,Host 500,Eixample,La Barceloneta,41.44369578230311,2.135981116913392,Entire home/apt,373,1,183,2025-09-22,3.957317704447595,9,223,500,374.1338356164384,42.26865543757426,0.7095890410958904,,0.0,0.0,0,1
